"","remoteness","state","value","year","measure"
"3593","Total Australian Capital Territory","Australian Capital Territory","3","2015","Infant mortality rate_rate"
"3594","Total Australian Capital Territory","Australian Capital Territory","4.9000000000000004","2015","Standardised death rate_rate"
"3595","Total Australian Capital Territory","Australian Capital Territory","80.900000000000006","2015","Median age at death_years"
"3596","Total Australian Capital Territory","Australian Capital Territory","403104","2016","Estimated Resident Population_persons"
"3597","Total Australian Capital Territory","Australian Capital Territory","1839","2016","Deaths_no."
"3598","Total Australian Capital Territory","Australian Capital Territory","3.1","2016","Infant mortality rate_rate"
"3599","Total Australian Capital Territory","Australian Capital Territory","4.9000000000000004","2016","Standardised death rate_rate"
"3600","Total Australian Capital Territory","Australian Capital Territory","81.2","2016","Median age at death_years"
"3601","Total Australian Capital Territory","Australian Capital Territory","415046","2017","Estimated Resident Population_persons"
"3602","Total Australian Capital Territory","Australian Capital Territory","2320","2017","Deaths_no."
"3603","Total Australian Capital Territory","Australian Capital Territory","3.2","2017","Infant mortality rate_rate"
"3604","Total Australian Capital Territory","Australian Capital Territory","5.0999999999999996","2017","Standardised death rate_rate"
"3605","Total Australian Capital Territory","Australian Capital Territory","81.3","2017","Median age at death_years"
"3606","Total Australian Capital Territory","Australian Capital Territory","426081","2018","Estimated Resident Population_persons"
"3607","Total Australian Capital Territory","Australian Capital Territory","2127","2018","Deaths_no."
"3608","Total Australian Capital Territory","Australian Capital Territory","3.2","2018","Infant mortality rate_rate"
"3609","Total Australian Capital Territory","Australian Capital Territory","5.2","2018","Standardised death rate_rate"
"3610","Total Australian Capital Territory","Australian Capital Territory","81.599999999999994","2018","Median age at death_years"
"3611","Total Australian Capital Territory","Australian Capital Territory","435730","2019","Estimated Resident Population_persons"
"3612","Total Australian Capital Territory","Australian Capital Territory","2033","2019","Deaths_no."
"3613","Total Australian Capital Territory","Australian Capital Territory","2.5","2019","Infant mortality rate_rate"
"3614","Total Australian Capital Territory","Australian Capital Territory","5.2","2019","Standardised death rate_rate"
"3615","Total Australian Capital Territory","Australian Capital Territory","81.900000000000006","2019","Median age at death_years"
"3616","Total Australian Capital Territory","Australian Capital Territory","444903","2020","Estimated Resident Population_persons"
"3617","Total Australian Capital Territory","Australian Capital Territory","2162","2020","Deaths_no."
"3618","Total Australian Capital Territory","Australian Capital Territory","2.7","2020","Infant mortality rate_rate"
"3619","Total Australian Capital Territory","Australian Capital Territory","4.8","2020","Standardised death rate_rate"
"3620","Total Australian Capital Territory","Australian Capital Territory","81.8","2020","Median age at death_years"
"3621","Total Australian Capital Territory","Australian Capital Territory","452508","2021","Estimated Resident Population_persons"
"3622","Total Australian Capital Territory","Australian Capital Territory","2207","2021","Deaths_no."
"3623","Total Australian Capital Territory","Australian Capital Territory","2.6","2021","Infant mortality rate_rate"
"3624","Total Australian Capital Territory","Australian Capital Territory","4.7","2021","Standardised death rate_rate"
"3625","Total Australian Capital Territory","Australian Capital Territory","81.7","2021","Median age at death_years"
"3626","Total Australian Capital Territory","Australian Capital Territory","456844","2022","Estimated Resident Population_persons"
"3627","Total Australian Capital Territory","Australian Capital Territory","2563","2022","Deaths_no."
"3628","Total Australian Capital Territory","Australian Capital Territory","3.4","2022","Infant mortality rate_rate"
"3629","Total Australian Capital Territory","Australian Capital Territory","4.9000000000000004","2022","Standardised death rate_rate"
"3630","Total Australian Capital Territory","Australian Capital Territory","81.5","2022","Median age at death_years"
"3631","Total Australian Capital Territory","Australian Capital Territory","466813","2023","Estimated Resident Population_persons"
"3632","Total Australian Capital Territory","Australian Capital Territory","2406","2023","Deaths_no."
"3633","Total Australian Capital Territory","Australian Capital Territory","4","2023","Infant mortality rate_rate"
"3634","Total Australian Capital Territory","Australian Capital Territory","4.9000000000000004","2023","Standardised death rate_rate"
"3635","Total Australian Capital Territory","Australian Capital Territory","81.599999999999994","2023","Median age at death_years"
"3636","Total Australian Capital Territory","Australian Capital Territory","474132","2024","Estimated Resident Population_persons"
"3637","Total Australian Capital Territory","Australian Capital Territory","2425","2024","Deaths_no."
"3638","Total Australian Capital Territory","Australian Capital Territory","4.0999999999999996","2024","Infant mortality rate_rate"
"3639","Total Australian Capital Territory","Australian Capital Territory","4.9000000000000004","2024","Standardised death rate_rate"
"3640","Total Australian Capital Territory","Australian Capital Territory","81.8","2024","Median age at death_years"
"3641","Major Cities","Australia","15814260","2011","Estimated Resident Population_persons"
"3642","Major Cities","Australia","96846","2011","Deaths_no."
"3643","Major Cities","Australia","np","2011","Infant mortality rate_rate"
"3644","Major Cities","Australia","np","2011","Standardised death rate_rate"
"3645","Major Cities","Australia","np","2011","Median age at death_years"
"3646","Major Cities","Australia","16133444","2012","Estimated Resident Population_persons"
"3647","Major Cities","Australia","96899","2012","Deaths_no."
"3648","Major Cities","Australia","np","2012","Infant mortality rate_rate"
"3649","Major Cities","Australia","np","2012","Standardised death rate_rate"
"3650","Major Cities","Australia","np","2012","Median age at death_years"
"3651","Major Cities","Australia","16457672","2013","Estimated Resident Population_persons"
"3652","Major Cities","Australia","97321","2013","Deaths_no."
"3653","Major Cities","Australia","3.2","2013","Infant mortality rate_rate"
"3654","Major Cities","Australia","5.4","2013","Standardised death rate_rate"
"3655","Major Cities","Australia","82","2013","Median age at death_years"
"3656","Major Cities","Australia","16758016","2014","Estimated Resident Population_persons"
"3657","Major Cities","Australia","101509","2014","Deaths_no."
"3658","Major Cities","Australia","3.1","2014","Infant mortality rate_rate"
"3659","Major Cities","Australia","5.3","2014","Standardised death rate_rate"
"3660","Major Cities","Australia","82.1","2014","Median age at death_years"
"3661","Major Cities","Australia","17060799","2015","Estimated Resident Population_persons"
"3662","Major Cities","Australia","104750","2015","Deaths_no."
"3663","Major Cities","Australia","3.1","2015","Infant mortality rate_rate"
"3664","Major Cities","Australia","5.3","2015","Standardised death rate_rate"
"3665","Major Cities","Australia","82.2","2015","Median age at death_years"
"3666","Major Cities","Australia","17393535","2016","Estimated Resident Population_persons"
"3667","Major Cities","Australia","103602","2016","Deaths_no."
"3668","Major Cities","Australia","2.9","2016","Infant mortality rate_rate"
"3669","Major Cities","Australia","5.3","2016","Standardised death rate_rate"
"3670","Major Cities","Australia","82.4","2016","Median age at death_years"
"3671","Major Cities","Australia","17727521","2017","Estimated Resident Population_persons"
"3672","Major Cities","Australia","105866","2017","Deaths_no."
"3673","Major Cities","Australia","2.9","2017","Infant mortality rate_rate"
"3674","Major Cities","Australia","5.2","2017","Standardised death rate_rate"
"3675","Major Cities","Australia","82.5","2017","Median age at death_years"
"3676","Major Cities","Australia","18028849","2018","Estimated Resident Population_persons"
"3677","Major Cities","Australia","103830","2018","Deaths_no."
"3678","Major Cities","Australia","2.9","2018","Infant mortality rate_rate"
"3679","Major Cities","Australia","5.0999999999999996","2018","Standardised death rate_rate"
"3680","Major Cities","Australia","82.4","2018","Median age at death_years"
"3681","Major Cities","Australia","18330335","2019","Estimated Resident Population_persons"
"3682","Major Cities","Australia","111357","2019","Deaths_no."
"3683","Major Cities","Australia","3","2019","Infant mortality rate_rate"
"3684","Major Cities","Australia","5.0999999999999996","2019","Standardised death rate_rate"
"3685","Major Cities","Australia","82.3","2019","Median age at death_years"
"3686","Major Cities","Australia","18572186","2020","Estimated Resident Population_persons"
"3687","Major Cities","Australia","106006","2020","Deaths_no."
"3688","Major Cities","Australia","3","2020","Infant mortality rate_rate"
"3689","Major Cities","Australia","4.9000000000000004","2020","Standardised death rate_rate"
"3690","Major Cities","Australia","82.3","2020","Median age at death_years"
"3691","Major Cities","Australia","18543322","2021","Estimated Resident Population_persons"
"3692","Major Cities","Australia","112596","2021","Deaths_no."
